# id:7-7--7 
0.24,-0.05,0.28450798615776
-0.89,-0.04,1.0446832799707
0.56,0.14,-0.11805803093213
-0.21,0.28,-0.41393938931105
0.87,0.13,0.79521550850871
-0.45,0.09,0.20541084231188
0.5,0.48,-0.69382924126076
-0.56,-0.56,0.96335648472309
0.14,0.23,0.087922931687655
-0.21,0.56,-0.47797702343605
0.28,-0.95,1.1554709277974
0.02,0.25,-0.36365081760287
-0.46,-0.33,0.57497783979473
-0.9,0.66,0.13279115306768
-0.73,-0.34,0.64668494784147
-0.86,0.51,0.66874686069455
0.62,-0.75,1.4191143383574
-0.53,0.17,0.032188870003648
0.4,0.27,-0.1253003319031
-0.56,0.26,-0.33042961095452
-0.61,0,0.36598309527143
-0.66,0.9,-0.41666815267181
-0.53,-0.21,0.67067256422177
-0.66,0.62,-0.36442235946491
-0.99,0.13,1.1331525764695
0.17,0.3,-0.48319686509016
0.19,-0.81,1.013981304123
-0.46,0.74,-0.28046588498095
-0.14,-0.36,0.34966845806501
0.4,0.13,0.61548664652256
0.31,0.54,-0.66088155164546
-0.36,-0.08,-0.022103074259362
0.8,0.12,0.45531848709356
-0.91,0.19,0.78362512040705
-0.62,-0.46,0.80739607235341
-0.55,-0.22,0.30965424106825
0.54,-0.2,0.40869889785271
-0.32,-0.99,0.94690090571313
0.59,0.02,0.029950367981662
0.63,0.61,-0.11367627953612
-0.85,-0.2,1.2565263699386
-0.1,0.34,-0.33572974364536
-0.01,0.45,-0.48056448304056
0.07,0.86,-0.68021493408983
-0.92,-0.53,1.962970647773
-0.01,0.4,-0.31368229889176
-0.99,0.64,0.49034581299545
-0.69,0.81,-0.29871769611087
-0.25,-0.59,0.42210407847234
0,0.14,-0.2582312939582
-0.04,0.45,-0.21754779098088
0.92,-0.51,1.4551030619965
-0.76,-0.4,1.0387842400213
-0.49,0.84,-0.72716034469804
0.62,-0.86,1.3281393934434
0.44,0.77,-0.42227824109131
-0.06,-0.67,0.93856743437934
0.11,0.94,-1.2164793031118
0.78,-0.82,1.6354396933322
0.79,0.87,0.12154233715703
-0.35,-0.22,0.31229156920039
0.26,-0.34,0.17128347780389
-0.59,0.58,-0.13199440236208
-0.53,0.17,0.29201055656177
1,0.48,0.28719885371942
-0.7,-0.05,0.68052978952475
